from_vtd10,to_vtd20,weight
120860389,12086000372,0.0009655377
120860389,12086003000,0.9081253714
120860389,12086003040,0.0909090909
120860390,12086003040,0.3015670653
120860390,12086003041,0.6984329347
120860391,12086003000,0.4128533288
120860391,12086003040,0.5871466712
120860392,12086003001,1.0000000000
120860393,12086003000,0.6666666667
120860393,12086003001,0.3333333333
120860394,12086000351,0.1250000000
120860394,12086000372,0.1250000000
120860394,12086003001,0.7500000000
120860395,12086003000,1.0000000000
120860396,12086003000,1.0000000000
120860397,12086003000,1.0000000000
120860398,12086003000,1.0000000000
120860399,12086000305,1.0000000000
120860400,12086000303,0.0588235294
120860400,12086000306,0.9411764706
120860401,12086000306,1.0000000000
120860402,12086000307,0.9772727273
120860402,12086000312,0.0227272727
120860403,12086000308,1.0000000000
120860404,12086000299,0.6162544520
120860404,12086000309,0.3823529412
120860404,12086000357,0.0013926068
120860405,12086000309,1.0000000000
120860406,12086000309,1.0000000000
120860407,12086000299,1.0000000000
120860408,12086000299,1.0000000000
120860409,12086000309,1.0000000000
120860410,12086000299,1.0000000000
120860411,12086000309,1.0000000000
120860412,12086000310,1.0000000000
120860413,12086000311,1.0000000000
120860414,12086000311,1.0000000000
120860415,12086000311,1.0000000000
120860416,12086000311,1.0000000000
120860417,12086000311,1.0000000000
120860418,12086000312,1.0000000000
120860419,12086000312,1.0000000000
120860420,12086000236,1.0000000000
120860421,12086000236,1.0000000000
120860422,12086000314,0.2857142857
120860422,12086000319,0.7142857143
120860423,12086000315,1.0000000000
120860424,12086000316,1.0000000000
120860425,12086000317,1.0000000000
120860426,12086000318,1.0000000000
120860427,12086000318,0.9780846198
120860427,12086000324,0.0219153802
120860428,12086000318,1.0000000000
120860429,12086000318,1.0000000000
120860430,12086000320,0.9559235546
120860430,12086000357,0.0440764454
120860431,12086000320,1.0000000000
120860432,12086000320,1.0000000000
120860433,12086000321,1.0000000000
120860434,12086000321,1.0000000000
120860435,12086000321,1.0000000000
120860436,12086000321,1.0000000000
120860437,12086000321,1.0000000000
120860438,12086000321,1.0000000000
120860439,12086000322,0.9200000000
120860439,12086000388,0.0800000000
120860440,12086000322,1.0000000000
120860441,12086000322,0.7142857143
120860441,12086000388,0.2857142857
120860442,12086000322,1.0000000000
120860443,12086000323,1.0000000000
120860444,12086000323,1.0000000000
120860445,12086000323,1.0000000000
120860446,12086000324,1.0000000000
120860447,12086000324,1.0000000000
120860448,12086000324,1.0000000000
120860449,12086000325,1.0000000000
120860450,12086000297,0.5294117647
120860450,12086000326,0.4705882353
120860451,12086000327,0.7083333333
120860451,12086000349,0.0833333333
120860451,12086000358,0.2083333333
120860452,12086000327,1.0000000000
120860453,12086000328,1.0000000000
120860454,12086000246,0.0234588107
120860454,12086000331,0.1702127660
120860454,12086000379,0.8063284233
120860455,12086000331,0.8437500000
120860455,12086000379,0.1562500000
120860456,12086000328,0.1694915254
120860456,12086000331,0.8305084746
120860457,12086000331,1.0000000000
120860458,12086000377,1.0000000000
120860459,12086000377,1.0000000000
120860460,12086000377,1.0000000000
120860461,12086000377,1.0000000000
120860462,12086000377,1.0000000000
120860463,12086000333,1.0000000000
120860464,12086000333,0.8888888889
120860464,12086000375,0.1111111111
120860465,12086000333,0.9230769231
120860465,12086000335,0.0769230769
120860466,12086000333,1.0000000000
120860467,12086000332,0.8888888889
120860467,12086000334,0.1111111111
120860468,12086000236,0.1781478375
120860468,12086000391,0.8218521625
120860469,12086000332,0.0004484442
120860469,12086000392,0.9995515558
120860470,12086000332,1.0000000000
120860471,12086000329,0.0229885057
120860471,12086000335,0.6664876244
120860471,12086000336,0.3099908885
120860471,12086000346,0.0003539391
120860471,12086000377,0.0001790423
120860472,12086000336,0.6603379473
120860472,12086000339,0.1250000000
120860472,12086000340,0.2146620527
120860473,12086000336,1.0000000000
120860474,12086000386,1.0000000000
120860475,12086000278,0.0096265139
120860475,12086000337,0.9562825770
120860475,12086000400,0.0340909091
120860476,12086000338,0.3670886076
120860476,12086000381,0.5569620253
120860476,12086000400,0.0759493671
120860477,12086000381,1.0000000000
120860478,12086000336,0.0140845070
120860478,12086000339,0.9859154930
120860479,12086000340,1.0000000000
120860480,12086000340,1.0000000000
120860481,12086000340,1.0000000000
120860482,12086000288,0.0062893082
120860482,12086000347,0.0062893082
120860482,12086000395,0.0503144654
120860482,12086000456,0.0062893082
120860482,12086000556,0.0062893082
120860482,12086003140,0.1064729757
120860482,12086003411,0.0251572327
120860482,12086003450,0.6419546973
120860482,12086003451,0.1509433962
120860483,12086000342,1.0000000000
120860484,12086000343,0.8965517241
120860484,12086003450,0.1034482759
120860485,12086000343,1.0000000000
120860486,12086000343,1.0000000000
120860487,12086000343,1.0000000000
120860488,12086000343,1.0000000000
120860489,12086000298,0.9404761905
120860489,12086000383,0.0595238095
120860490,12086000298,1.0000000000
120860491,12086000344,0.9868421053
120860491,12086000383,0.0131578947
120860492,12086000346,0.9774170082
120860492,12086000383,0.0225829918
120860493,12086000346,1.0000000000
120860494,12086000347,0.9714285714
120860494,12086003450,0.0285714286
120860495,12086000383,0.9333333333
120860495,12086000446,0.0666666667
120860496,12086000347,1.0000000000
120860497,12086000348,1.0000000000
120860498,12086000348,1.0000000000
120860499,12086000349,1.0000000000
120860500,12086000349,1.0000000000
120860501,12086000358,1.0000000000
120860502,12086000358,1.0000000000
120860503,12086000350,1.0000000000
120860504,12086000351,0.8076923077
120860504,12086000356,0.1923076923
120860505,12086000351,1.0000000000
120860506,12086000356,1.0000000000
120860507,12086000356,1.0000000000
120860508,12086000352,1.0000000000
120860509,12086000352,1.0000000000
120860510,12086000330,0.4647887324
120860510,12086000353,0.4788732394
120860510,12086000463,0.0140845070
120860510,1208600463A,0.0422535211
120860511,12086000316,0.0606060606
120860511,12086000354,0.9393939394
120860512,12086000355,1.0000000000
120860513,12086000355,1.0000000000
120860514,12086000348,0.9576997429
120860514,12086000394,0.0423002571
120860515,12086000394,0.9682640205
120860515,12086000453,0.0317359795
120860516,12086000357,1.0000000000
120860517,12086000355,1.0000000000
120860518,12086000359,0.2033898305
120860518,12086000360,0.0338983051
120860518,12086000363,0.1016949153
120860518,12086000384,0.6440677966
120860518,12086000385,0.0169491525
120860519,12086000359,1.0000000000
120860520,12086000384,1.0000000000
120860521,12086000360,1.0000000000
120860522,12086000360,1.0000000000
120860523,12086000360,1.0000000000
120860524,12086000360,1.0000000000
120860525,12086000360,1.0000000000
120860526,12086000333,0.0344827586
120860526,12086000375,0.9655172414
120860527,12086000362,1.0000000000
120860528,12086000362,1.0000000000
120860529,12086000363,1.0000000000
120860530,12086000363,1.0000000000
120860531,12086000363,1.0000000000
120860532,12086000364,1.0000000000
120860533,12086000365,1.0000000000
120860534,12086000365,1.0000000000
120860535,12086000365,1.0000000000
120860536,12086000365,1.0000000000
120860537,12086000366,0.2500000000
120860537,12086000462,0.7500000000
120860538,12086000366,0.8401242597
120860538,12086000965,0.1598757403
120860539,12086000366,1.0000000000
120860540,12086000366,1.0000000000
120860541,12086000366,1.0000000000
120860542,12086000366,1.0000000000
120860543,12086000366,1.0000000000
120860544,12086000366,1.0000000000
120860545,12086000366,1.0000000000
120860546,12086000366,1.0000000000
120860547,12086000366,1.0000000000
120860548,12086000366,1.0000000000
120860549,12086000366,1.0000000000
120860550,12086000366,1.0000000000
120860551,12086000367,0.9230769231
120860551,1208600463A,0.0769230769
120860552,12086000367,1.0000000000
120860553,12086000367,0.7500000000
120860553,1208600463A,0.2500000000
120860554,12086000367,1.0000000000
120860555,12086000348,0.0588235294
120860555,12086000368,0.9411764706
120860556,12086000368,1.0000000000
120860557,12086000368,1.0000000000
120860558,12086000368,1.0000000000
120860559,12086000463,0.0599020217
120860559,12086003690,0.7648640523
120860559,12086003691,0.1752339260
120860560,12086000348,0.3571428571
120860560,12086000368,0.6428571429
120860561,12086003690,1.0000000000
120860562,12086003690,1.0000000000
120860563,12086000303,0.9166666667
120860563,12086000350,0.0833333333
120860564,12086000350,1.0000000000
120860565,12086000303,0.6666666667
120860565,12086000372,0.3333333333
120860566,12086000372,1.0000000000
120860567,12086000372,1.0000000000
120860568,12086000372,1.0000000000
120860569,12086000372,1.0000000000
120860570,12086000352,0.2500000000
120860570,12086000372,0.7500000000
120860571,12086000360,0.0064002871
120860571,12086000363,0.9665726859
120860571,12086003690,0.0270270270
120860572,12086000363,1.0000000000
120860573,12086000363,1.0000000000
120860574,12086000363,1.0000000000
120860575,12086000363,1.0000000000
120860576,12086000375,1.0000000000
120860577,12086000375,1.0000000000
120860578,12086000333,0.5555555556
120860578,12086000375,0.4444444444
120860579,12086000377,1.0000000000
120860580,12086000378,1.0000000000
120860581,12086000319,0.0256410256
120860581,12086000379,0.9743589744
120860582,12086000338,0.6333333333
120860582,12086000339,0.2000000000
120860582,12086000400,0.1666666667
120860583,12086000382,1.0000000000
120860584,12086000382,0.8750000000
120860584,12086000400,0.1238935407
120860584,12086002812,0.0011064593
120860585,12086000400,1.0000000000
120860586,12086000299,0.0030786832
120860586,12086000352,0.1461750481
120860586,12086000363,0.0504644734
120860586,12086000385,0.8002817952
120860587,12086000386,1.0000000000
120860588,12086000387,1.0000000000
120860589,12086000387,1.0000000000
120860590,12086000387,1.0000000000
120860591,12086000387,1.0000000000
120860592,12086000387,1.0000000000
120860593,12086000387,1.0000000000
120860594,12086000388,1.0000000000
120860595,12086000388,1.0000000000
120860596,12086000389,0.9750000000
120860596,12086003690,0.0250000000
120860597,12086000365,0.2011507846
120860597,12086000389,0.6895114783
120860597,12086003690,0.1093377371
120860598,12086000363,0.1333333333
120860598,12086000390,0.8666666667
120860599,12086000390,1.0000000000
120860600,12086000363,0.1666666667
120860600,12086000389,0.1333333333
120860600,12086000390,0.7000000000
120860601,12086000370,0.3957219251
120860601,12086000371,0.1497326203
120860601,12086000373,0.1497326203
120860601,12086000374,0.1963906062
120860601,12086000447,0.0007565585
120860601,12086000468,0.0909000574
120860601,12086000487,0.0160434952
120860601,1208600463A,0.0000083190
120860601,12086004700,0.0007137978
120860602,12086000371,1.0000000000
120860603,12086000371,1.0000000000
120860604,12086000371,1.0000000000
120860605,12086000376,0.5224899500
120860605,12086000402,0.4775100500
120860606,12086000376,0.6309266526
120860606,12086000402,0.3690733474
120860607,12086000411,0.4166666667
120860607,12086000442,0.0501011679
120860607,12086004111,0.5332321654
120860608,12086004111,1.0000000000
120860609,12086004111,1.0000000000
120860610,12086000411,0.5250415053
120860610,12086004111,0.4749584947
120860611,12086000411,1.0000000000
120860612,12086004030,1.0000000000
120860613,12086004031,1.0000000000
120860614,12086004031,0.3333333333
120860614,12086004700,0.6666666667
120860615,12086000396,0.0172413793
120860615,12086000500,0.9821905762
120860615,12086004241,0.0005680445
120860616,12086000396,1.0000000000
120860617,12086000396,1.0000000000
120860618,12086000405,1.0000000000
120860619,12086000405,1.0000000000
120860620,12086000405,1.0000000000
120860621,12086000406,1.0000000000
120860622,12086000406,1.0000000000
120860623,12086000407,1.0000000000
120860624,12086003450,0.1698678617
120860624,12086004700,0.8301321383
120860625,12086004700,1.0000000000
120860626,12086000408,0.5000000000
120860626,12086004700,0.3421052632
120860626,12086004701,0.1578947368
120860627,12086000464,1.0000000000
120860628,12086000409,0.6666666667
120860628,12086000458,0.3333333333
120860629,12086000409,0.3220338983
120860629,12086000410,0.6101694915
120860629,12086000458,0.0677966102
120860630,12086000488,1.0000000000
120860631,12086000409,1.0000000000
120860632,12086000412,0.1127118986
120860632,12086000455,0.2609178052
120860632,12086000487,0.4650232683
120860632,12086000488,0.1613470279
120860633,12086000488,1.0000000000
120860634,12086000488,1.0000000000
120860635,12086000455,0.3034132541
120860635,12086000488,0.6965867460
120860636,12086000455,1.0000000000
120860637,12086000412,1.0000000000
120860638,12086000412,1.0000000000
120860639,12086000412,0.9565217391
120860639,12086000472,0.0434782609
120860640,12086000330,0.1521739130
120860640,12086000414,0.0217391304
120860640,12086000472,0.8260869565
120860641,12086004130,1.0000000000
120860642,12086000706,0.1333333333
120860642,12086004130,0.5333333333
120860642,12086004131,0.3333333333
120860643,12086004130,1.0000000000
120860644,12086000704,0.2500000000
120860644,12086004130,0.7500000000
120860645,12086000414,1.0000000000
120860646,12086000414,0.6400000000
120860646,12086000415,0.3600000000
120860647,12086000415,1.0000000000
120860648,12086000415,1.0000000000
120860649,12086000416,1.0000000000
120860650,12086000416,1.0000000000
120860651,12086000416,1.0000000000
120860652,12086000416,1.0000000000
120860653,12086000466,1.0000000000
120860654,12086000458,1.0000000000
120860655,12086000419,0.2500000000
120860655,12086000471,0.7500000000
120860656,12086000417,0.7894736842
120860656,12086000458,0.2105263158
120860657,12086000417,1.0000000000
120860658,12086000419,0.5769230769
120860658,12086000471,0.4230769231
120860659,12086000417,0.0263157895
120860659,12086000419,0.2894736842
120860659,12086000420,0.6842105263
120860660,12086000420,1.0000000000
120860661,12086000420,1.0000000000
120860662,12086000421,1.0000000000
120860663,12086000418,0.6315789474
120860663,12086000422,0.3684210526
120860664,12086000421,1.0000000000
120860665,12086000418,0.2692307692
120860665,12086000422,0.7307692308
120860666,12086000423,1.0000000000
120860667,12086000427,0.0006840434
120860667,12086004240,0.7239536378
120860667,12086004241,0.2753623188
120860668,12086004240,1.0000000000
120860669,12086000425,0.5287356322
120860669,12086000427,0.4367512078
120860669,12086004240,0.0345131600
120860670,12086000426,1.0000000000
120860671,12086000426,1.0000000000
120860672,12086000426,1.0000000000
120860673,12086000428,1.0000000000
120860674,12086000429,1.0000000000
120860675,12086004300,0.5714285714
120860675,12086004301,0.4285714286
120860676,12086000429,0.0185185185
120860676,12086004310,0.7222222222
120860676,12086004311,0.2592592593
120860677,12086000432,0.9885057471
120860677,12086000433,0.0114942529
120860678,12086000433,1.0000000000
120860679,12086000433,1.0000000000
120860680,12086004340,0.5208333333
120860680,12086004341,0.4791666667
120860681,12086004350,0.6000000000
120860681,12086004351,0.4000000000
120860682,12086004360,0.5957446809
120860682,12086004361,0.4042553191
120860683,12086004370,0.5813953488
120860683,12086004371,0.4186046512
120860684,12086004380,0.5000000000
120860684,12086004381,0.5000000000
120860685,12086004380,1.0000000000
120860686,12086004390,0.2653061224
120860686,12086004391,0.3265306122
120860686,12086004670,0.1836734694
120860686,12086004671,0.2244897959
120860687,12086004401,1.0000000000
120860688,12086000708,0.0370370370
120860688,12086004400,0.9629629630
120860689,12086004401,0.0645161290
120860689,12086004410,0.9354838710
120860690,12086004411,1.0000000000
120860691,12086000442,0.9295388719
120860691,12086003450,0.0704611281
120860692,12086000442,1.0000000000
120860693,12086000442,1.0000000000
120860694,12086000401,0.2638550611
120860694,12086000443,0.5880017080
120860694,12086003450,0.1481432310
120860695,12086000444,1.0000000000
120860696,12086000444,1.0000000000
120860697,12086000444,1.0000000000
120860698,12086000448,1.0000000000
120860699,12086000448,1.0000000000
120860700,12086000448,1.0000000000
120860701,12086000346,0.0135952409
120860701,12086000348,0.0013527968
120860701,12086000383,0.0101521328
120860701,12086000446,0.9748998295
120860702,12086000468,0.0176945095
120860702,12086000487,0.7766477169
120860702,1208600463A,0.2056577736
120860703,12086000370,0.1147540984
120860703,12086000456,0.8852459016
120860704,12086000370,0.0416666667
120860704,12086000445,0.4721023923
120860704,12086000456,0.4861111111
120860704,12086003450,0.0001198299
120860705,12086000374,0.0041749359
120860705,12086000408,0.1052631579
120860705,12086000447,0.7846768289
120860705,12086004700,0.1058850772
120860706,12086000447,1.0000000000
120860707,12086000447,1.0000000000
120860708,12086000448,1.0000000000
120860709,12086000448,1.0000000000
120860710,12086000448,1.0000000000
120860711,12086000448,1.0000000000
120860712,12086000449,1.0000000000
120860713,12086000450,1.0000000000
120860714,12086000450,0.9444444444
120860714,12086000454,0.0555555556
120860715,12086000451,0.9000000000
120860715,12086000705,0.0500000000
120860715,12086000773,0.0500000000
120860716,12086000451,0.9200000000
120860716,12086000773,0.0800000000
120860717,12086000452,1.0000000000
120860718,12086000452,1.0000000000
120860719,12086000452,1.0000000000
120860720,12086000468,1.0000000000
120860721,12086000468,1.0000000000
120860722,12086000468,1.0000000000
120860723,12086000453,0.2428571429
120860723,12086000463,0.7571428571
120860724,12086000348,0.0054945055
120860724,12086000394,0.0274725275
120860724,12086000453,0.5915419644
120860724,12086000468,0.0109890110
120860724,12086000965,0.0054945055
120860724,12086003690,0.0054945055
120860724,1208600463A,0.3535129807
120860725,12086000454,1.0000000000
120860726,12086000454,1.0000000000
120860727,12086000463,1.0000000000
120860728,12086000463,1.0000000000
120860729,12086000463,1.0000000000
120860730,12086000455,0.9998540215
120860730,12086000488,0.0001459785
120860731,12086000412,0.1600000000
120860731,12086000488,0.8400000000
120860732,12086000412,1.0000000000
120860733,12086000376,0.2419354839
120860733,12086000457,0.7419354839
120860733,12086000459,0.0161290323
120860734,12086000459,0.7500000000
120860734,12086000704,0.1000000000
120860734,12086000705,0.1000000000
120860734,12086004130,0.0500000000
120860735,12086000460,1.0000000000
120860736,12086000461,0.7272727273
120860736,12086000469,0.2727272727
120860737,12086007960,1.0000000000
120860738,12086003980,1.0000000000
120860739,12086000469,1.0000000000
120860740,12086000402,0.4561403509
120860740,12086000461,0.5438596491
120860741,12086000462,1.0000000000
120860742,12086000965,1.0000000000
120860743,12086000366,0.1039269715
120860743,12086000965,0.8960730285
120860744,12086000366,1.0000000000
120860745,12086000462,1.0000000000
120860746,12086000462,1.0000000000
120860747,12086000462,1.0000000000
120860748,12086000462,1.0000000000
120860749,12086000462,1.0000000000
120860750,12086000462,1.0000000000
120860751,12086000462,1.0000000000
120860752,12086000462,1.0000000000
120860753,12086000965,1.0000000000
120860754,12086000462,1.0000000000
120860755,12086000965,1.0000000000
120860756,12086000462,1.0000000000
120860757,12086000965,1.0000000000
120860758,12086000965,1.0000000000
120860759,12086000965,1.0000000000
120860760,12086000965,1.0000000000
120860761,12086000366,1.0000000000
120860762,12086000366,0.4666666667
120860762,12086000965,0.5333333333
120860763,12086000366,0.2857142857
120860763,12086000965,0.7142857143
120860764,12086000162,0.0362318841
120860764,12086000498,0.5289855072
120860764,12086000501,0.3478260870
120860764,12086000580,0.0869565217
120860765,12086000069,0.0370370370
120860765,12086000502,0.9629629630
120860766,12086000502,1.0000000000
120860767,12086000503,1.0000000000
120860768,12086000503,1.0000000000
120860769,12086000502,0.0400000000
120860769,12086000504,0.9600000000
120860770,12086000504,1.0000000000
120860771,12086000504,1.0000000000
120860772,12086000505,1.0000000000
120860773,12086000505,1.0000000000
120860774,12086000506,1.0000000000
120860775,12086000506,1.0000000000
120860776,12086000506,0.0212765957
120860776,12086000507,0.9787234043
120860777,12086000507,1.0000000000
120860778,12086000499,0.2790697674
120860778,12086000508,0.7209302326
120860779,12086000508,1.0000000000
120860780,12086000509,0.3750000000
120860780,12086000549,0.2678571429
120860780,12086005500,0.3571428571
120860781,12086000509,0.8888888889
120860781,12086000549,0.0555555556
120860781,12086000551,0.0555555556
120860782,12086000509,1.0000000000
120860783,12086000510,0.8108108108
120860783,12086000548,0.1891891892
120860784,12086000511,0.9318181818
120860784,12086000520,0.0681818182
120860785,12086000512,1.0000000000
120860786,12086000521,1.0000000000
120860787,12086000514,1.0000000000
120860788,12086000506,0.0151515152
120860788,12086000515,0.9848484848
120860789,12086000515,1.0000000000
120860790,12086000516,0.9179105818
120860790,12086000999,0.0820894182
120860791,12086000516,1.0000000000
120860792,12086000517,1.0000000000
120860793,12086000517,1.0000000000
120860794,12086000518,1.0000000000
120860795,12086000519,1.0000000000
120860796,12086000520,0.6829268293
120860796,12086000522,0.3170731707
120860797,12086000520,0.4576271186
120860797,12086000521,0.5423728814
120860798,12086000520,0.0781250000
120860798,12086000522,0.9218750000
120860799,12086000523,0.8571428571
120860799,12086000529,0.1428571429
120860800,12086000524,0.8058356477
120860800,12086000563,0.1499758625
120860800,12086000567,0.0068868826
120860800,12086000993,0.0373016072
120860801,12086000594,1.0000000000
120860802,12086000526,0.4545454545
120860802,12086000545,0.0303030303
120860802,12086000592,0.5151515152
120860803,12086000594,0.5909090909
120860803,12086000595,0.4090909091
120860804,12086000528,1.0000000000
120860805,12086000529,0.9126213592
120860805,12086000535,0.0297295815
120860805,12086000980,0.0576490593
120860806,12086000530,0.9473684211
120860806,12086000540,0.0526315789
120860807,12086000975,0.0263157895
120860807,12086005310,0.9135472132
120860807,12086005311,0.0526315789
120860807,12086005331,0.0075054184
120860808,12086005310,0.9987156511
120860808,12086005331,0.0012843489
120860809,12086005310,1.0000000000
120860810,12086005310,1.0000000000
120860811,12086005310,1.0000000000
120860812,12086005310,1.0000000000
120860813,12086000532,0.8750000000
120860813,12086000587,0.1250000000
120860814,12086000532,1.0000000000
120860815,12086005330,0.0615384615
120860815,12086005331,0.9384615385
120860816,12086005330,1.0000000000
120860817,12086005330,1.0000000000
120860818,12086005342,0.1515151515
120860818,1208600534A,0.8484848485
120860819,12086005340,0.8611111111
120860819,12086005360,0.1388888889
120860820,12086005340,0.5897435897
120860820,12086005360,0.1538461538
120860820,12086005361,0.0256410256
120860820,12086006580,0.2307692308
120860821,12086000518,0.0034123589
120860821,12086000535,0.9965876411
120860822,12086000535,1.0000000000
120860823,12086000976,1.0000000000
120860824,12086005330,0.7179487179
120860824,12086005360,0.2820512821
120860825,12086005361,1.0000000000
120860826,12086000535,0.1142857143
120860826,12086000537,0.8857142857
120860827,12086000538,0.9767441860
120860827,12086000999,0.0232558140
120860828,12086005361,1.0000000000
120860829,12086000541,0.1136363636
120860829,12086000983,0.2954545455
120860829,12086009820,0.1136363636
120860829,12086009840,0.4545454545
120860829,12086009841,0.0227272727
120860830,12086000541,1.0000000000
120860831,12086000542,0.1250000000
120860831,12086006550,0.4062500000
120860831,12086006551,0.2656250000
120860831,12086006560,0.2031250000
120860832,12086000985,0.1428571429
120860832,12086006561,0.8571428571
120860833,12086000543,0.7746478873
120860833,12086000593,0.2253521127
120860834,12086000544,1.0000000000
120860835,12086006590,0.7777777778
120860835,12086006591,0.2222222222
120860836,12086000526,0.0526315789
120860836,12086000545,0.9473684211
120860837,12086000545,1.0000000000
120860838,12086000545,0.9500000000
120860838,12086000592,0.0500000000
120860839,12086000546,1.0000000000
120860840,12086000546,0.6603773585
120860840,12086000582,0.3396226415
120860841,12086000596,1.0000000000
120860842,12086000547,0.2000000000
120860842,12086000596,0.8000000000
120860843,12086000548,1.0000000000
120860844,12086000549,1.0000000000
120860845,12086000509,0.0967741935
120860845,12086005500,0.8387096774
120860845,12086005501,0.0645161290
120860846,12086005500,1.0000000000
120860847,12086000551,1.0000000000
120860848,12086000552,1.0000000000
120860849,12086000552,0.2153846154
120860849,12086000553,0.7846153846
120860850,12086000554,1.0000000000
120860851,12086000465,0.6854367315
120860851,12086000553,0.0002775542
120860851,12086000557,0.3142857143
120860852,12086000551,0.3820947930
120860852,12086000556,0.5513732034
120860852,12086003450,0.0486267966
120860852,12086003451,0.0179052070
120860853,12086000557,1.0000000000
120860854,12086000558,1.0000000000
120860855,12086000559,1.0000000000
120860856,12086000560,0.7234042553
120860856,12086000971,0.1914893617
120860856,12086000974,0.0851063830
120860857,12086000560,0.3333333333
120860857,12086000971,0.6666666667
120860858,12086000561,1.0000000000
120860859,12086000561,1.0000000000
120860860,12086000670,1.0000000000
120860861,12086000547,0.2142857143
120860861,12086000581,0.7857142857
120860862,12086000564,0.8888888889
120860862,12086000570,0.1111111111
120860863,12086000565,0.7884615385
120860863,12086000566,0.0961538462
120860863,12086000669,0.1153846154
120860864,12086000566,0.4761904762
120860864,12086000669,0.5238095238
120860865,12086000563,0.5833333333
120860865,12086000566,0.4166666667
120860866,12086000567,1.0000000000
120860868,12086000995,1.0000000000
120860869,12086000569,0.8348560375
120860869,12086000582,0.1651439625
120860870,12086000570,1.0000000000
120860871,12086000667,1.0000000000
120860872,12086000572,1.0000000000
120860873,12086000573,1.0000000000
120860874,12086000574,1.0000000000
120860875,12086000575,1.0000000000
120860876,12086000575,1.0000000000
120860877,12086000575,1.0000000000
120860878,12086000575,1.0000000000
120860879,12086000576,1.0000000000
120860880,12086000577,0.9666666667
120860880,12086000611,0.0333333333
120860881,12086000561,0.3396226415
120860881,12086000578,0.6603773585
120860882,12086000579,1.0000000000
120860883,12086000254,0.0434782609
120860883,12086000501,0.8260869565
120860883,12086000580,0.1304347826
120860884,12086000582,1.0000000000
120860885,12086000569,0.1250000000
120860885,12086000582,0.8750000000
120860886,12086000582,1.0000000000
120860887,12086000052,0.0052938032
120860887,12086000582,0.9947061968
120860888,12086000582,1.0000000000
120860889,12086000582,1.0000000000
120860890,12086000582,1.0000000000
120860891,12086000582,1.0000000000
120860892,12086000582,1.0000000000
120860893,12086000583,1.0000000000
120860894,12086000583,1.0000000000
120860895,12086000584,1.0000000000
120860896,12086000584,1.0000000000
120860897,12086000584,1.0000000000
120860898,12086000584,1.0000000000
120860899,12086000585,1.0000000000
120860900,12086000585,1.0000000000
120860901,12086000586,1.0000000000
120860902,12086000586,1.0000000000
120860903,12086000586,1.0000000000
120860904,12086000586,1.0000000000
120860905,12086000587,1.0000000000
120860906,12086000583,0.2500000000
120860906,12086000587,0.7500000000
120860907,12086000587,1.0000000000
120860908,12086000532,0.1574246357
120860908,12086000587,0.8425753643
120860909,12086000285,0.0454545455
120860909,12086000589,0.4545454545
120860909,12086005880,0.4090909091
120860909,12086005881,0.0909090909
120860910,12086009810,0.2727272727
120860910,12086009870,0.3636363636
120860910,12086009871,0.3636363636
120860911,12086000990,1.0000000000
120860912,12086000502,1.0000000000
120860913,12086000502,1.0000000000
120860914,12086000502,1.0000000000
120860915,12086005910,0.5869565217
120860915,12086005911,0.4130434783
120860916,12086000504,1.0000000000
120860917,12086000593,1.0000000000
120860918,12086000524,0.0588235294
120860918,12086000571,0.9411764706
120860919,12086000538,0.9500000000
120860919,12086000999,0.0500000000
120860920,12086000512,0.4444444444
120860920,12086000598,0.5555555556
120860921,12086000527,0.3333333333
120860921,12086000528,0.3333333333
120860921,12086000597,0.1666666667
120860921,12086000598,0.1666666667
120860922,12086000599,1.0000000000
120860923,12086000601,1.0000000000
120860924,12086000602,1.0000000000
120860925,12086000602,1.0000000000
120860926,12086000603,0.2244897959
120860926,12086000643,0.7755102041
120860927,12086000604,0.7121212121
120860927,12086000644,0.2878787879
120860928,12086000604,0.0606060606
120860928,12086000607,0.2424242424
120860928,12086000609,0.2424242424
120860928,12086000636,0.4545454545
120860929,12086000607,1.0000000000
120860930,12086000606,0.8518518519
120860930,12086000623,0.1388888889
120860930,12086000642,0.0092592593
120860931,12086000673,1.0000000000
120860932,12086000606,0.1666666667
120860932,12086000673,0.8333333333
120860933,12086000606,1.0000000000
120860934,12086000606,1.0000000000
120860935,12086000607,1.0000000000
120860936,12086000608,1.0000000000
120860937,12086000608,1.0000000000
120860938,12086000604,0.0789473684
120860938,12086000609,0.9210526316
120860939,12086000611,1.0000000000
120860940,12086000612,0.9729729730
120860940,12086000640,0.0270270270
120860941,12086000613,1.0000000000
120860942,12086000613,1.0000000000
120860943,12086000614,1.0000000000
120860944,12086000615,1.0000000000
120860945,12086000616,0.9714285714
120860945,12086000653,0.0285714286
120860946,12086000617,0.9885057471
120860946,12086000626,0.0114942529
120860947,12086000618,1.0000000000
120860948,12086000641,1.0000000000
120860949,12086000651,1.0000000000
120860950,12086000651,0.0002337261
120860950,12086000672,0.9997662739
120860951,12086000651,0.9881830118
120860951,12086000672,0.0118169882
120860952,12086000651,1.0000000000
120860953,12086000651,1.0000000000
120860954,12086000672,1.0000000000
120860955,12086000621,0.9986355164
120860955,12086000673,0.0013644836
120860956,12086000673,1.0000000000
120860957,12086000621,1.0000000000
120860958,12086000621,1.0000000000
120860959,12086000621,1.0000000000
120860960,12086000622,1.0000000000
120860961,12086000606,0.0416666667
120860961,12086000674,0.9583333333
120860962,12086000622,1.0000000000
